Sender ID,Receiver ID,Receiver Timestamp,Range,Message Size,Signal Strength,Message ID,Message,Status Code
1024,17,2025-01-25 11:54:09,10.84348,39,-64,50,Welcome Device is powered up and ready.,2
716,5500,2025-01-25 11:54:12,14.53207,29,-84,5,Welcome Device is now online.,0
5333,5500,2025-01-25 11:54:12,13.62566,29,-70,5,Welcome Device is now online.,0
6469,5500,2025-01-25 11:54:12,12.16244,29,-64,5,Welcome Device is now online.,0
5333,1030,2025-01-25 11:54:14,15.58724,29,-84,5,Welcome Device is now online.,0
716,1030,2025-01-25 11:54:14,14.62934,29,-71,5,Welcome Device is now online.,0
6469,1030,2025-01-25 11:54:14,12.96539,29,-64,5,Welcome Device is now online.,0
716,17,2025-01-25 11:54:17,12.53186,39,-71,50,Welcome Device is powered up and ready.,2
716,6500,2025-01-25 11:54:19,15.45004,29,-83,5,Welcome Device is now online.,0
6469,6500,2025-01-25 11:54:19,14.51958,29,-71,5,Welcome Device is now online.,0
6469,6500,2025-01-25 11:54:19,12.87758,29,-64,5,Welcome Device is now online.,0
5333,6500,2025-01-25 11:54:19,10.41893,29,-33,5,Welcome Device is now online.,0
1024,17,2025-01-25 11:54:22,13.75969,18,-83,576,hello from device.,16
6469,17,2025-01-25 11:54:22,13.1673,18,-71,576,hello from device.,16
6469,17,2025-01-25 11:54:22,11.79576,18,-64,576,hello from device.,16
1024,17,2025-01-25 11:54:24,14.46038,18,-82,576,hello from device.,16
716,17,2025-01-25 11:54:24,13.72785,18,-71,576,hello from device.,16
5333,17,2025-01-25 11:54:24,12.2442,18,-64,576,hello from device.,16
716,1030,2025-01-25 11:54:27,15.65265,39,-84,1,Welcome aboard Device is now connected.,1
1024,1030,2025-01-25 11:54:27,13.6908,39,-63,1,Welcome aboard Device is now connected.,1
6469,6500,2025-01-25 11:54:29,17.27719,29,-85,5,Welcome Device is now online.,0
5333,6500,2025-01-25 11:54:29,15.98131,29,-71,5,Welcome Device is now online.,0
716,6500,2025-01-25 11:54:29,14.14763,29,-65,5,Welcome Device is now online.,0
5333,5500,2025-01-25 11:54:32,16.74265,39,-83,50,Welcome Device is powered up and ready.,2
